"id","propuesta_id","experto_id","comentario"
"ce017","p069","exp003","La propuesta parece partir de una visión ideológica de sustitución acelerada de hidrocarburos y minería por renovables, sin explicar cómo se garantiza la energía firme, el gas para la industria, la generación térmica de respaldo, la estabilidad fiscal, ni la confiabilidad del sistema. Prohibir o cerrar caminos de exploración y explotación sin una fuente sustituta real puede afectar seguridad energética, ingresos fiscales, balanza externa y estabilidad tarifaria."
"ce018","p071","exp003","Es determinante en la prohibición del fracking. Si bien esta técnica ha sido muy cuestionada, también ha evolucionado tecnológicamente. Aunque no elimina riesgos, los reduce significativamente bajo regulación estricta. Hoy existen prácticas más seguras y controladas que sin duda garantizan la seguridad y confiabilidad energética. Para Colombia el uso de esta práctica significa reducir la dependencia de importaciones de gas y evitar choques de precios internacionales. Con una mayor oferta interna de gas y petróleo tiende a estabilizar precios, condición que beneficia directamente al usuario. Las energías renovables son fundamentales en la transición y en el aporte a mitigar el cambio climático sin embargo su intermitencia no garantiza la confiabilidad energética. "
"ce019","p095","exp003","La bandera amarilla está en el “licenciamiento exprés” y en la idea de que la consulta previa no sea un veto. Técnicamente es correcto que la consulta previa no debe paralizar indefinidamente proyectos estratégicos, pero constitucionalmente debe manejarse con mucho cuidado: no puede vaciarse el derecho fundamental de las comunidades étnicas. El reto está en acelerar sin atropellar derechos."
"ce020","p097","exp003","Alerta amarilla en las metas numéricas: Instalar 1.000 MW anuales exige instrumentos, financiación y cronograma realista. El riesgo no es conceptual, sino de ejecución."
"ce021","p100","exp003","Alerta amarilla en las metas numéricas: Reducir tarifas entre 10% y 15% exige instrumentos, financiación y cronograma realista. El riesgo no es conceptual, sino de ejecución."
"ce022","p102","exp003","Alerta amarilla en las metas numéricas: Reducir interrupciones en el Caribe exige instrumentos, financiación y cronograma realista. El riesgo no es conceptual, sino de ejecución."
"ce023","p106","exp003","La bandera amarilla está en la falta de profundidad. El problema del Caribe no se resuelve solo con postes, transformadores y cableado; también exige enfrentar pérdidas, recaudo, normalización de usuarios, deuda acumulada, calidad del operador, subsidios y fuentes fiscales sostenibles."
"ce024","p006","exp002","En materia de economías criminales, plantea la legalización industrial de la marihuana y la coca, con un cambio del discurso prohibicionista tradicional internacional y habla de la sustitución de cultivos ilícitos y de la protección de las comunidades campesinas en ese proceso."
"ce025","p007","exp002","No habla mucho de las capacidades militares, o no plantea un ejercicio de capacidades militares, sino lo que hace es prometer mejores incentivos para las fuerzas militares, sobre todo la democratización, que llama él, de las fuerzas, y deja por fuera una posición sobre como atender las fronteras en materia de seguridad."
"ce026","p002","exp002","Lo mejor es que reconoce las causas sociales y que esto se debe hacer a partir de la transformación de los territorios. Hace propuestas interesantes sobre el reclutamiento y habla de superar el abandono territorial, y el control de la extorsión de las ciudades, en lo urbano. Eso es curioso porque le habla a un electorado que está preocupado, sobre todo de comerciantes pequeños que están preocupados por la extorsión en gran parte del país."
"ce027","p012","exp002","Plantea un cierre abrupto de la Paz Total, cosa que tampoco es recomendable. Nosotros sí consideramos que la Paz Total debe de alguna manera cerrarse, pero debe ser un cierre responsable. No hacerlo de manera responsable podría implicar un aumento de la violencia y también porque hay por lo menos 55 acuerdos territoriales con las comunidades que toca cerrar de manera responsable, que tienen que ver con transformaciones territoriales, entre ellos programas de sustitución de cultivos ilícitos muy enfocados en la zona de la Coordinadora Nacional Ejército Bolivariano, que es Putumayo y Nariño, pero también zonas del Clan del Golfo con los últimos acuerdos a los que se llegaron y la apertura de esos territorios para programas de sustitución a través de la Dirección de Sustitución."
"ce028","p011","exp002","Los análisis que nosotros hacemos nos indican que solamente puedes hacer medidas de erradicación forzada más o menos en 15 mil hectáreas de las 262 mil que tenemos en todo el país. Y si quieres hacer aspersión terrestre, se podrían hacer en máximo 30 mil hectáreas. Es decir que tienes una limitación. Si te va muy bien (y eso que no los puedes sumar porque los territorios se traslapan entre ellos), tendrías 40 mil a 45 mil hectáreas a lo sumo que podrías atender con medidas coercitivas o herramientas de esa naturaleza, que son necesarias; nosotros sí creemos que son necesarias, pero lo cierto es que hay restricciones legales, incluso constitucionales, y de jurisprudencia que no van a permitir hacerlo en el corto plazo y cambiar eso va a ser bastante difícil."
"ce029","p010","exp002","Habla de utilizar bombardeos como una estrategia contra las economias criminales. Eso suena bonito, pero es muy difícil de materializar. Suponemos que se trata de bombardeos a infraestructura logística y de transformación. Eso tiene dificultades en su implementación por el principio de distinción en el Derecho Internacional Humanitario que creemos que va a ser muy difícil que lo puedan superar. "
"ce030","p022","exp002","Frente a las economías criminales ella habla de asfixia financiera. Creemos que es un buen camino. También de extinción de dominio express, lo que implicaría hacer varias reformas legales para tener el control de los bienes muy rápidamente en el proceso judicial. Es una buena apuesta, todos los candidatos la hacen en general, pero eso implicaría unas reformas que no sabemos si el tiempo les da. Entonces extinción dominio express entre comillas no es express. Incluso hoy en día, que es un cambio que hizo este gobierno en su Plan de Desarrollo, tú puedes hacer en este momento de manera rápida ventas de estos bienes sin necesidad de que haya conclusión judicial, que antes no pasaba con los bienes inmuebles. Hoy lo que hace la Agencia Nacional de Tierras es comprar la tierra que no ha sido extinta judicialmente, que no tiene sentencia definitiva, a la Sociedad de Activos Especiales, para entregarla a los campesinos. Eso ya está pasando. Eso es una extinción express del derecho de dominio. Entonces no sabemos muy bien a que hace referencia, pero nos parece que es una idea interesante que toca ver cómo se materializa a través de reformas legales."
"ce031","p018","exp002","Lo complejo es el salto cuantitativo en el PIB que se debe lograr para materializar su propuesta. Ella lo plantea. 60 mil nuevos uniformados es un número muy exigente, que exige una fuente fiscal que puede costar al año perfectamente, dependiendo de a que se refiere, si son solamente soldados o si es también involucrar personal de oficiales y suboficiales o de personal ejecutivo, habría que ver a que hace referencia, pero ese costo puede estar cercano en los cuatro años a un punto porcentual del PIB."
"ce032","p021","exp002","Nos preocupa mucho esta idea de que la respuesta en las zonas críticas debe ser fundamentalmente con la fuerza militar. Es decir, la fuerza militar llega al territorio, se instala, no solamente hace control territorial sino que presta los servicios básicos, hace las carreteras, el soldado es al mismo tiempo el médico, el maestro. Esa visión de la acción integral clásica nos parece preocupante. "
"ce033","p167","exp002","A nosotros lo que nos han dicho algunos jueces y fiscales en territorio es que si ponen esas responsabilidades no van a poder tomar decisiones autónomamente. Como esta contradicción entre mayor descentralización y desconcentración en administración de la justicia a una situación que ya impide que la justicia en los territorios -como la hemos pedido mucho durante muchos años- pueda materializarse en la actual circunstancia de gobernanza criminal que tenemos en muchas de estas zonas del país. "
"ce034","p197","exp002","Habla de fiscalía antimafia y cárceles de alta seguridad, sustitución de economías, transformación del territorio y control territorial. Son mensajes conceptualmente sólidos, pero sin una materialidad concreta. "
"ce035","p195","exp002","Plantea una transición institucional en casi todos los sectores que tienen que ver con este asunto. Entonces el sector justicia, el sector defensa, la rama judicial en sí misma, eso implica unos desafíos gigantescos que nos parece muy complejo materializar."
"ce036","p029","exp002","Los costos de la expansión que está proponiendo de las cárceles no se sabe de donde van a salir. "
"ce037","p027","exp002","Los costos de la expansión que está proponiendo de la fuerza pública no se sabe de donde van a salir. "
"ce038","p002","exp002","Hay banderas rojas frente a la continuidad de la Paz Total que ha impuesto incluso la Corte Constitucional y que yo creo que en muchos sentidos sí plantea dificultades desde el punto de vista operativo para continuar con las zonas de ubicación temporal, por ejemplo. En la medida en que no hay un marco de sometimiento claro, hay unas incertidumbres jurídicas que plantean banderas rojas a nivel legal e incluso constitucional, pero no creo que podamos establecerlo tan claramente en el programa porque es poco preciso."
"ce039","p120","exp004","La “cero tolerancia a las invasiones”, definido como delito económico y combatido de manera expresa con la presencia inmediata de la fuerza pública, sin mediaciones previas, es problemática en la medida que aumentará la conflictividad social."
"ce040","p203","exp004","El uso de las fuerzas militares, y no policiales, para combatir el delito de abigeato, podría suponer un problema de jurisdicción en el interior de las fuerzas armadas."
"ce041","p114","exp004","Esto implica cargar también con los aspectos negativos de la Reforma Agraria actual: solo se ha entregado el 25,5% de los 3 millones de hectáreas consagrados en el PND 2022-2026; la mayoría de tierras entregadas no tienen titulación, un problema que deberá enfrentar el siguiente gobierno; múltiples denuncias de compras de tierras con sobrecostos multimillonarios; no se ha evaluado la idoneidad de las más de 222 mil hectáreas que el gobierno le compró a FEDEGAN."
"ce042","p117","exp004","Aunque históricamente como senador Cepeda ha expresado los inconvenientes que suponen para el agro, entre sus propuestas no se encuentra la renegociación de los TLC. Es imposible recuperar esas cadenas productivas en ambiente de TLC."
"ce043","p130","exp004","Es un mecanismo implementado desde hace más de dos décadas, con origen en el gobierno de su 'padre' político Álvaro Uribe. Sin embargo, la experiencia colombiana y los estudios de impacto disponibles muestran que los PSA suelen financiar tierras que ya estaban protegidas o cuyos dueños tenían intención de conservarlas, lo que desperdicia recursos sin atacar la deforestación real. El problema se desplaza a otras zonas y se erosiona el compromiso ético de las comunidades rurales al convertir el cuidado del territorio a una transacción económica que podría desaparecer si se acaba el presupuesto."
"ce044","p133","exp004","Presenta una propuesta sólida que además vendría a resolver un problema que deja el gobierno actual: la reforma agraria ha entregado tierras sin el respaldo necesario para hacerlas productivas. Esto responde directamente a una queja recurrente de beneficiarios del programa vigente: recibieron tierra, pero no las herramientas para trabajarla. Sin asistencia técnica ni infraestructura, la tierra no es productiva."
"ce045","p040","exp005","Ha hablado de un plan de choque en salud que prioriza el acceso a medicamentos, pero sin claridad sobre si habrá una inyección real de recursos al sector. También ha dicho que no va a estatizar la salud pero queda pendiente ver si eso se concreta. El debate central no es defender o eliminar las EPS, sino quién gestiona los riesgos y actúa como comprador inteligente para los pacientes. Finalmente, el discurso del gobierno de un modelo 'preventivo, predictivo y resolutivo' describe un modelo de atención, no un sistema de salud. La distinción importa porque detrás se esconde la estatización del sistema. Las personas estarían adscritas a un centro de atención manejado por el Estado."
"ce046","p041","exp005","En su plan de choque a noventa días para oxigenar el sistema no está claro cómo lo va a hacer. Es importante decir lo de los diez billones de pesos o pagarle a los profesionales o lo del saneamiento de la deuda, pero el tema es que el país tiene una situación fiscal muy compleja y no es claro cómo lo va a hacer."
"ce047","p042","exp005","No es claro cómo lo va a hacer. El sector privado ha perdido apetito por asumir el riesgo financiero del aseguramiento, y esa es una realidad que hay que negociar. Volver al statu quo de lo que ocurría antes del 2022 no es viable. Además, la propuesta no menciona cómo va a ser el rescate de las EPS intervenidas."
"ce048","p044","exp005","Regresar al statu quo para después ver si vamos a arreglarlo no es una opción. El verdadero vacío de la propuesta está en los tres componentes de la gestión integral del riesgo en salud: el financiero (quién asume las pérdidas), el operativo (quién gestiona contratos, facturas, atención y seguimiento a usuarios) y el técnico (quién anticipa y previene el perfil de enfermedad de la población afiliada). Ninguno de los tres está desarrollado con claridad. El debate no es estatizar o privatizar, sino cómo construir un sistema bien diseñado que funcione para los colombianos."
"ce049","p047","exp005","Lo que está proponiendo es una privatización, una participación muy activa del sector privado en el manejo de la salud, y allá tampoco nos podemos pasar porque los incentivos del sector privado no son los mismos del sector público. Habíamos logrado algo bueno, la alianza público privada, entonces aquí deja entrever que esto lo tiene que manejar el sector privado. En la salud, el manejo del sector privado es insolidario, no necesariamente está pensando en el bien común, busca maximizar sus rentas y eso es legítimo para el sector privado, pero por eso en salud se necesita una regulación en la que que participe el sector privado, pero muy regulado por el Estado."
"ce050","p048","exp005","Ella habla de algo importante que ojalá se haga bien, que es tener un puesto de mando unificado. Más allá de crearlo, lo importante es el liderazgo que nazca de ese puesto de mando unificado. ¿Cuál es el mensaje al sector salud? ¿Qué es lo que le está diciendo al sector salud? ¿Reconstituir el sistema de salud, evolucionarlo en qué condiciones? ¿Con la participación de quién? ¿Vamos para una nueva reforma o no vamos para una nueva reforma? ¿Cómo se quiere hacer esa reforma? ¿Cuál es el horizonte? ¿Para dónde queremos llevar el sistema de salud? todas esas respuestas a esas preguntas no se ven, aunque aquí hay una muy buena intención."
"ce051","p049","exp005","Tiene un enfoque en resolver los problemas más inmediatos a la gente, que hoy son el acceso a medicamentos y a tratamientos. La pregunta es, ¿eso lo va a hacer con operadores logísticos? ¿eso lo va a hacer el gobierno directamente? Una cosa es compras centralizadas y otra es negociaciones centralizadas."
"ce052","p051","exp005","Sobre el pago de la deuda y prestadores vía titularización, la pregunta es ¿Cómo se van a titular? ¿Cuál va a ser la titularización y con qué condiciones, a cuánto tiempo? Yo creo que eso es factible. Es difícil de evaluar y de hacerle seguimiento, pero es una decisión acertada, porque lo que se busca no es simplemente darle unas platas para pagar unas deudas. Una parte importante de esa titularización pasa por transparentar la deuda, aclarar quién le debe a quién y cuánto, cómo se va a titularizar y cómo se va a pagar."
"ce053","p052","exp005","El ajuste de la unidad de pago por capitación para 2027 es algo que el que llegue a la presidencia tiene que hacer. Pero la pregunta ahí es si van a cumplir con el auto de la Corte del año pasado, que le ordenó al Ministerio de Salud actualizar el cálculo de la unidad de pago por capitación del año desde el 2021 hasta el 2025 a ver si había faltantes. Este gobierno no quiso hacerlo y lo ha desacatado. Entonces hay que hacer el ajuste de la UPC para el 2027, pero cumpliendo con esa revisión."
"ce054","p053","exp005","No sé si tengamos los suficientes centros de alta complejidad para que eso se haga en todos los departamentos. ¿Eso cómo se va a hacer? Porque puede ser una muy buena intención, pero la resolución de fondo es: ¿Cuál es la meta? Si con eso solo se pretende solucionar la inequidad rural que hay entre el campo y la ciudad, no se va a lograr. Se necesitan muchas cosas más."
"ce055","p054","exp005","Sobre los nueve billones para estabilizar el sistema, la pregunta es ¿de dónde los va a sacar?"
"ce056","p057","exp005","El énfasis en salud mental es acertado, pero 30 centros de atención no parecería suficiente porque no alcanza a ser un centro de atención en salud mental por departamento. Y la otra gran pregunta es con qué talento humano. Ese es el reto mayor, con quién se va a atender eso."
"ce057","p059","exp005"," La territorialización de las EPS es necesaria. El modelo planteado —atención primaria con base en medicina familiar y comunitaria, prevención de enfermedades crónicas, promoción de hábitos saludables y controles más fuertes en el territorio— refleja una comprensión madura de la necesidad de descentralizar el sistema. Sin embargo, no es claro cómo se implementaría en la práctica."
"ce058","p060","exp005","En el tema de acceso a medicamentos, me parece que no se limitan exclusivamente a lo inmediato, sino también a la necesidad de darle cuerpo a algo que está detrás de esto y es una política nacional farmacéutica que haga sostenible el sistema de salud, que incorpore la innovación, pero la innovación que desarrolla además soberanía sanitaria del país, sin perjuicio de contar con la que viene de fuera."
"ce059","p064","exp005","Antes teníamos el plan obligatorio de salud, que estaba explícito. Eso se cambió con la ley estatutaria a un plan implícito, que quiere decir que todo está incluido mientras no esté debidamente excluido, o sea, en vez de tener una lista positiva de inclusiones ahora tenemos una lista negativa de exclusiones. Entonces, la candidata vuelve al sistema mixto e integral de salud con planes explícitos. A mí me parece que es una buena propuesta. La discusión ahí es cómo hacer para que la Corte Constitucional acepte el plan de beneficios explícito que significa volver a un plan obligatorio de salud. La Corte lo podría ver como una regresividad en el derecho y habría que ver cómo se hace. La sostenibilidad del sistema es clave."
"ce060","p065","exp005","¿Qué significa sistema público de rescate? Eso es como el FOGAFIN en el sector financiero y es como un fondo semejante. Eso funciona en el sector financiero y es una manera de apalancar y disminuir los riesgos de quiebra o riesgos que terminan afectando los pacientes. Esa podría ser una buena alternativa, pero le falta explicación."
"ce061","p066","exp005","Estoy completamente de acuerdo con que es algo necesario, pero el sistema de cuidado tiene que estar adecuadamente financiado. El cuidado es complementario al sistema de salud, entonces no puede ser con recursos del sistema de salud."
"ce062","p068","exp005","Ese es un estudio que vale mucha plata. Ojalá se haga. Tener claridad sobre cómo es que nos estamos gastando la plata de verdad me parece que se necesita"
"ce063","p119","exp006","La propuesta de titulación masiva no es realista y sería muy difícil de implementar, por lo menos por cuatro razones: (i) no parte de un diagnóstico serio (es decir, basado en datos confiables); esto además supondría conocer exactamente la situación de cada predio y beneficiario (en el marco de un proceso reglado y con tiempos establecidos); (ii) requiere complejas reformas legales (a procedimientos y estructura interna de ANT y SNR); (iii) desconoce las realidades territoriales y en consecuencia podría ser un formidable obstáculo a la implementación del catastro multipropósito; y finalmente, (iv) al desconocer la situación legal de los predios, esta medida es potencialmente inconstitucional al contravenir -sin proceso alguno- la garantía del derecho a la propiedad."
"ce064","p122","exp006","El campo necesita instrumentos de financiamiento específicos que desarrollen la política pública agropecuaria. Si bien plantear alivios e iniciativas en materia de insumos, fertilizantes, distritos de riego y vías es importante, son apenas medidas complementarias -no estructurales- que deberían integrar en su conjunto un plan de desarrollo rural y agrícola integral."
"ce065","p120","exp006","La presencia militar permanente, se asume, protegiendo predios e intereses privados, no sólo es inconstitucional si no que desnaturaliza la misión pública de las FFAA (C.P. art. 217 inciso 2)."
"ce066","p112","exp006","La afirmación de la protección del campesinado como sujeto de derechos, es desarrollo de la jurisprudencia constitucional y de tratados internacionales suscritos por Colombia y ha sido bandera de la política agro del gobierno actual. Es constitucional."
"ce067","p113","exp006","La política de redistribución, restitución y recuperación de tierras y activos productivos; y en general, el mejoramiento de las condiciones de los campesinos, la diversificación en la producción de alimentos, el fortalecimiento de la institucionalidad agropecuaria, la implementación de la jurisdicción agraria (avalada por la Corte Constitucional), como formas diversas de la lucha contra el hambre y la consolidación de la soberanía alimentaria, son apuestas reformistas y de continuidad de las políticas que en el sector ha implementado el gobierno actual."
"ce068","p140","exp006","Esta apuesta parece promover varias reformas legales, que podrían tener un impacto profundo en el diseño constitucional actual: (i) reordenar el territorio supone expedir una nueva ley orgánica de ordenamiento territorial (con el debate siempre presente del cambio de modelo centralista hacia el federalismo, y ese cambio implicaría una reforma constitucional); (ii) descentralizar el DNP también podría implicar, dependiendo del alcance de la transformación institucional, una reforma constitucional."
"ce069","p077","exp007","En el tema del fracking los protocolos y reglamentos técnicos ya existen. Es decir, tenemos que trabajar tal vez en una actualización de los mismos, pero no en la elaboración desde cero de reglamentos técnicos."
"ce070","p080","exp007","El problema tarifario en la costa Caribe sí requiere una regulación diferencial para atender ese mercado. Las reglas que existen hoy en materia tarifaria para el sector eléctrico no tienen una segmentación por mercados (región Andina, Pacífica, Caribe, etc.) y lo que se ha propuesto desde diferentes escenarios es que el Caribe efectivamente sí necesita una regulación eléctrica y tarifaria diferencial."
"ce071","p088","exp007","Colombia sí necesita una política de Estado articulada en materia de lucha contra la minería ilegal que tenga un enfoque transnacional. Eso no existe, no se ha manejado desde esa óptica, y dada la magnitud del fenómeno, es necesaria la cooperación regional e internacional para poder hacer frente a la problemática. No basta con sacar más normas; hace falta liderazgo, coordinación, y articulación interinstitucional, pero sobre todo recursos, desde el punto de vista militar, económico, en materia de inteligencia y liderazgo a nivel regional."
"ce072","p089","exp007","Desde el punto de vista jurídico no es viable hoy. Habría que hacer una reforma de orden legal para poderlo viabilizar. Yo la verdad eso no lo veo muy claro porque en últimas el Banco de la República tendrá que adoptar las funciones de agente especial en la cadena minera como comprador de última instancia de oro, entonces es viable hacerlo pero se necesita una ley de la República."
"ce073","p096","exp007","En Colombia sí se necesita definitivamente una ley que regule la consulta previa y le ponga orden, tiempos, procedimientos claros, etc. Eso sería muy necesario. No sale así planteado en la propuesta, pero uno esperaría que ojalá se pudiese tramitar a nivel de ley de la República."
"ce074","p095","exp007","Lograr mayor eficiencia en el licenciamiento ambiental se podría hacer a través de la función reglamentaria del Ministerio de Ambiente."
"ce075","p098","exp007","No se necesita una ley para implementar eso porque ya existe en Colombia, a través de las sociedades de beneficio de interés colectivo, las denominadas BIC, como Quebradona. Eso ya se puede hacer sin necesidad de modificación legal."
"ce076","p100","exp007","No dice cómo va a reducir las tarifas entre un 10 y un 15%. Eso necesita la modificación regulatoria del marco tarifario, pero no dice de dónde se va a reducir ese componente de tarifas. Dice que fomentando la competencia, pero la introducción de mayor competencia implica el desarrollo de nuevos proyectos de generación y ese desarrollo está atado a que efectivamente los proyectos entren en tiempo y se puedan materializar. Las tecnologías más económicas en Colombia de generación son la hidráulica y en su orden la solar. No tenemos proyectos eólicos, entonces no sabría qué ventajas va a traer en materia tarifaria y con qué tecnologías. Obvio, si hay mayor oferta de energía se supone que las tarifas bajarían. El problema es que eso no va a tener lugar en el corto plazo, de aquí a de dos años. Entonces ahí hace falta detallar más esta propuesta."
"ce077","p071","exp007","La prohibición del fracking requeriría una ley de la República. Se ha intentado varias veces en el Congreso y esos proyectos de ley no han sido exitosos, entonces es de imaginar que desde el gobierno se reactiven los proyectos de ley existentes en ese sentido o se formule un nuevo proyecto con el respaldo del gobierno."
"ce078","p069","exp007","Uno supondría que se seguiría con la misma línea de no firmar unos contratos de exploracion y produccion de hidrocarburos agravando aún más la vulnerabilidad energética que ya tiene Colombia, habiendo perdido la autosuficiencia en materia de gas, y con la paulatina reducción de las reservas probadas en materia petrolera."
"ce079","p073","exp007","Se necesitaría una ley en dos sentidos. Primero en materia de participación ciudadana, que habilite y avale las consultas populares en el sector minero y más que eso la obligatoriedad de las consultas populares que se desarrollan en los territorios como una medida de carácter vinculante respecto a la ejecución de los proyectos. Hoy en dia no es así: en Colombia no hay un poder de veto en cabeza de las comunidades. Se entiende, de lo que se plantea ahí, que se pretende resucitar ese poder de veto a través de las consultas populares en cabeza de las comunidades, pero eso requeriría una ley de la República."
